-BEGIN HEADER-
NASA/POWER Source Native Resolution Hourly Data 
Dates (month/day/year): 01/01/2014 through 12/31/2024 in LST
Location: Latitude  56.269   Longitude 9.148 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 36.83 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
WD50M     MERRA-2 Wind Direction at 50 Meters (Degrees) 
WS50M     MERRA-2 Wind Speed at 50 Meters (m/s) 
PS        MERRA-2 Surface Pressure (kPa) 
T2M       MERRA-2 Temperature at 2 Meters (C) 
QV2M      MERRA-2 Specific Humidity at 2 Meters (g/kg) 
-END HEADER-
YEAR,MO,DY,HR,WD50M,WS50M,PS,T2M,QV2M
2014,1,20,0,100.5,14.0,100.83,-0.21,3.21
2014,1,20,1,100.0,13.6,100.83,-0.28,3.21
2014,1,20,2,99.4,13.34,100.83,-0.45,3.18
2014,1,20,3,98.2,13.1,100.82,-0.61,3.14
2014,1,20,4,97.0,13.05,100.82,-0.65,3.12
2014,1,20,5,96.4,13.07,100.81,-0.63,3.11
2014,1,20,6,95.9,13.0,100.82,-0.57,3.13
2014,1,20,7,95.5,12.85,100.86,-0.48,3.16
2014,1,20,8,95.3,12.67,100.89,-0.38,3.21
2014,1,20,9,95.0,12.48,100.93,-0.17,3.26
2014,1,20,10,94.3,12.12,100.97,0.04,3.32
2014,1,20,11,93.3,11.74,100.97,0.13,3.36
2014,1,20,12,91.8,11.4,100.95,0.12,3.37
2014,1,20,13,89.2,11.02,100.94,0.05,3.38
2014,1,20,14,86.6,10.85,100.93,-0.09,3.37
2014,1,20,15,84.1,10.69,100.93,-0.36,3.32
2014,1,20,16,83.3,10.53,100.96,-0.68,3.26
2014,1,20,17,84.4,10.45,100.97,-0.85,3.21
2014,1,20,18,86.0,10.29,100.99,-0.94,3.18
2014,1,20,19,86.9,9.86,101.02,-1.02,3.16
2014,1,20,20,87.2,9.58,101.05,-1.1,3.15
2014,1,20,21,87.2,9.41,101.07,-1.18,3.14
2014,1,20,22,87.1,9.3,101.08,-1.22,3.14
2014,1,20,23,87.1,9.21,101.08,-1.2,3.15
2014,1,21,0,86.6,9.13,101.08,-1.23,3.15
2014,1,21,1,85.5,9.08,101.09,-1.31,3.13
2014,1,21,2,82.8,8.64,101.08,-1.39,3.12
2014,1,21,3,80.6,8.4,101.08,-1.47,3.11
2014,1,21,4,79.1,8.23,101.08,-1.53,3.1
2014,1,21,5,77.6,8.17,101.09,-1.63,3.08
2014,1,21,6,77.3,8.19,101.1,-1.75,3.06
2014,1,21,7,76.8,8.07,101.12,-1.87,3.04
2014,1,21,8,77.1,8.04,101.15,-1.89,3.04
2014,1,21,9,76.1,7.71,101.18,-1.67,3.08
2014,1,21,10,74.9,7.34,101.21,-1.2,3.17
2014,1,21,11,81.0,8.1,101.22,-0.62,3.24
2014,1,21,12,86.8,8.56,101.2,-0.17,3.28
2014,1,21,13,86.5,8.25,101.18,0.0,3.33
2014,1,21,14,84.1,8.12,101.18,-0.13,3.35
2014,1,21,15,82.4,8.25,101.19,-0.58,3.29
2014,1,21,16,81.4,8.25,101.21,-1.17,3.2
2014,1,21,17,82.6,8.34,101.24,-1.56,3.13
2014,1,21,18,84.6,8.33,101.25,-1.83,3.06
2014,1,21,19,86.3,8.25,101.28,-1.88,3.03
2014,1,21,20,88.3,8.3,101.3,-1.78,3.01
2014,1,21,21,90.3,8.4,101.31,-1.71,3.01
2014,1,21,22,91.0,8.43,101.33,-1.69,3.01
2014,1,21,23,91.0,8.5,101.33,-1.64,3.03
2014,1,22,0,91.0,8.58,101.35,-1.6,3.04
2014,1,22,1,91.2,8.69,101.34,-1.58,3.06
2014,1,22,2,91.7,8.82,101.34,-1.58,3.06
2014,1,22,3,92.1,8.87,101.33,-1.59,3.06
2014,1,22,4,92.3,8.81,101.33,-1.65,3.05
2014,1,22,5,92.6,8.75,101.33,-1.79,3.02
2014,1,22,6,93.2,8.84,101.35,-1.91,2.98
2014,1,22,7,94.7,9.02,101.38,-2.0,2.94
2014,1,22,8,97.8,9.54,101.43,-2.02,2.89
2014,1,22,9,100.4,9.64,101.47,-1.83,2.88
2014,1,22,10,102.0,9.65,101.5,-1.55,2.91
2014,1,22,11,104.7,9.8,101.5,-1.22,2.95
2014,1,22,12,107.7,9.75,101.47,-0.99,2.97
2014,1,22,13,109.5,9.77,101.46,-0.94,2.96
2014,1,22,14,108.5,9.68,101.45,-1.06,2.96
2014,1,22,15,107.8,9.63,101.44,-1.38,2.92
2014,1,22,16,109.5,9.99,101.46,-1.73,2.85
2014,1,22,17,111.0,9.84,101.48,-1.78,2.82
2014,1,22,18,112.1,9.85,101.5,-1.94,2.79
2014,1,22,19,114.1,10.3,101.52,-2.0,2.78
2014,1,22,20,115.7,10.62,101.54,-2.07,2.74
2014,1,22,21,116.6,10.71,101.56,-2.21,2.71
2014,1,22,22,116.0,9.74,101.57,-2.44,2.7
2014,1,22,23,118.6,10.15,101.57,-2.47,2.68
2014,1,23,0,121.4,10.03,101.56,-2.44,2.68
2014,1,23,1,123.1,9.8,101.53,-2.46,2.68
2014,1,23,2,124.9,9.63,101.51,-2.45,2.68
2014,1,23,3,126.2,9.52,101.48,-2.4,2.71
2014,1,23,4,127.7,9.4,101.47,-2.32,2.72
2014,1,23,5,128.8,9.52,101.45,-2.25,2.72
2014,1,23,6,129.5,9.55,101.44,-2.19,2.71
2014,1,23,7,129.8,9.67,101.44,-2.23,2.68
2014,1,23,8,130.8,10.23,101.45,-2.26,2.63
2014,1,23,9,132.8,10.7,101.46,-2.12,2.61
2014,1,23,10,135.4,11.2,101.45,-1.84,2.61
2014,1,23,11,136.9,11.5,101.43,-1.68,2.6
2014,1,23,12,137.3,11.42,101.38,-1.64,2.6
2014,1,23,13,136.7,11.44,101.33,-1.79,2.56
2014,1,23,14,135.0,11.56,101.3,-2.17,2.51
2014,1,23,15,132.4,11.52,101.26,-2.72,2.45
2014,1,23,16,129.6,11.56,101.25,-3.26,2.4
2014,1,23,17,127.9,11.63,101.25,-3.54,2.39
2014,1,23,18,127.5,11.75,101.27,-3.58,2.38
2014,1,23,19,127.2,11.87,101.3,-3.47,2.39
2014,1,23,20,126.8,11.66,101.33,-3.29,2.42
2014,1,23,21,125.6,11.42,101.36,-3.09,2.47
2014,1,23,22,123.6,11.07,101.38,-2.9,2.53
2014,1,23,23,121.9,11.35,101.38,-2.81,2.54
2014,1,24,0,120.4,11.45,101.38,-2.85,2.52
2014,1,24,1,119.1,11.63,101.39,-3.01,2.45
2014,1,24,2,118.4,11.67,101.42,-3.23,2.36
2014,1,24,3,118.3,11.55,101.47,-3.5,2.27
2014,1,24,4,117.5,11.27,101.52,-3.79,2.18
2014,1,24,5,115.1,10.75,101.58,-4.25,2.13
2014,1,24,6,111.1,9.92,101.62,-5.25,2.07
2014,1,24,7,109.7,10.16,101.68,-6.15,1.96
2014,1,24,8,110.6,10.42,101.74,-5.91,1.98
2014,1,24,9,111.4,10.05,101.8,-4.93,2.11
2014,1,24,10,114.7,10.83,101.86,-3.44,2.28
2014,1,24,11,118.7,11.09,101.9,-2.6,2.34
2014,1,24,12,122.0,10.88,101.93,-2.11,2.38
2014,1,24,13,122.2,10.57,101.93,-1.89,2.42
2014,1,24,14,119.5,10.31,101.94,-1.99,2.45
2014,1,24,15,117.6,10.48,101.93,-2.47,2.45
2014,1,24,16,117.7,10.33,101.97,-3.17,2.4
2014,1,24,17,117.5,9.71,102.04,-3.58,2.35
2014,1,24,18,118.0,10.23,102.08,-3.57,2.33
2014,1,24,19,119.5,10.69,102.08,-3.39,2.33
2014,1,24,20,122.1,11.16,102.06,-3.35,2.33
2014,1,24,21,124.6,11.63,102.01,-3.38,2.32
2014,1,24,22,128.4,11.95,101.96,-3.45,2.3
2014,1,24,23,134.3,11.84,101.94,-3.45,2.31
2014,1,25,0,141.4,11.43,101.98,-3.37,2.31
2014,1,25,1,146.4,11.11,102.0,-3.44,2.28
2014,1,25,2,146.5,10.57,101.98,-4.13,2.23
2014,1,25,3,144.7,10.51,101.94,-4.79,2.18
2014,1,25,4,144.6,10.69,101.9,-4.9,2.16
2014,1,25,5,144.5,11.02,101.86,-4.84,2.14
2014,1,25,6,145.2,11.57,101.82,-4.81,2.12
2014,1,25,7,147.2,11.74,101.79,-4.86,2.11
2014,1,25,8,150.1,11.65,101.82,-4.94,2.09
2014,1,25,9,152.0,11.7,101.83,-4.89,2.07
2014,1,25,10,152.7,11.97,101.79,-4.71,2.06
2014,1,25,11,152.7,12.2,101.72,-4.52,2.04
2014,1,25,12,152.7,12.34,101.63,-4.39,2.02
2014,1,25,13,152.4,12.1,101.55,-4.33,2.0
2014,1,25,14,149.2,12.23,101.47,-4.38,2.0
2014,1,25,15,145.2,12.67,101.37,-4.61,1.99
2014,1,25,16,142.4,13.27,101.29,-4.91,1.99
2014,1,25,17,141.4,13.75,101.22,-5.06,2.02
2014,1,25,18,140.4,14.09,101.14,-5.14,2.03
2014,1,25,19,138.4,14.46,101.03,-5.18,2.03
2014,1,25,20,136.9,14.5,100.95,-5.25,2.03
2014,1,25,21,137.7,14.34,100.91,-5.37,2.01
2014,1,25,22,137.5,13.65,100.92,-5.53,1.98
2014,1,25,23,134.5,13.03,100.89,-5.69,1.94
2014,1,26,0,131.1,12.62,100.87,-5.86,1.9
2014,1,26,1,128.7,12.21,100.88,-6.04,1.87
2014,1,26,2,126.9,11.92,100.91,-6.16,1.85
2014,1,26,3,125.1,11.78,100.92,-6.4,1.84
2014,1,26,4,122.8,11.69,100.93,-6.92,1.8
2014,1,26,5,121.4,11.41,100.94,-7.36,1.76
2014,1,26,6,122.4,10.54,100.98,-7.71,1.73
2014,1,26,7,124.8,9.44,101.04,-8.58,1.65
2014,1,26,8,126.6,9.2,101.1,-8.72,1.64
2014,1,26,9,126.3,9.89,101.07,-7.15,1.81
2014,1,26,10,126.5,10.85,100.99,-5.86,1.94
2014,1,26,11,128.1,11.69,100.89,-4.87,2.03
2014,1,26,12,129.7,11.89,100.77,-4.09,2.14
2014,1,26,13,130.7,11.85,100.65,-3.71,2.23
2014,1,26,14,130.4,11.75,100.53,-3.68,2.26
2014,1,26,15,130.4,11.66,100.42,-3.94,2.25
2014,1,26,16,129.4,11.47,100.3,-4.5,2.21
2014,1,26,17,127.5,11.36,100.17,-5.05,2.18
2014,1,26,18,127.1,11.21,100.07,-5.5,2.14
2014,1,26,19,127.7,10.84,99.97,-5.98,2.08
2014,1,26,20,126.4,10.75,99.87,-6.48,2.0
2014,1,26,21,123.7,10.87,99.74,-6.66,1.95
2014,1,26,22,121.2,11.25,99.6,-6.7,1.94
2014,1,26,23,120.3,11.43,99.48,-6.74,1.92
2014,1,27,0,120.3,11.8,99.38,-6.75,1.91
2014,1,27,1,119.4,12.08,99.26,-6.74,1.91
2014,1,27,2,117.9,12.26,99.18,-6.66,1.93
2014,1,27,3,115.6,12.29,99.1,-6.53,1.97
2014,1,27,4,113.2,12.59,99.04,-6.12,2.04
2014,1,27,5,111.2,13.08,98.98,-5.54,2.13
2014,1,27,6,109.2,13.43,98.94,-5.05,2.22
2014,1,27,7,107.0,13.63,98.91,-4.63,2.33
2014,1,27,8,105.4,13.59,98.9,-4.2,2.45
2014,1,27,9,105.4,13.56,98.89,-3.65,2.58
2014,1,27,10,107.7,13.47,98.89,-2.99,2.74
2014,1,27,11,111.8,13.23,98.89,-2.31,2.9
2014,1,27,12,116.5,12.75,98.88,-1.77,3.03
2014,1,27,13,120.5,11.99,98.89,-1.38,3.13
2014,1,27,14,123.4,11.31,98.93,-1.22,3.2
2014,1,27,15,127.3,10.82,98.99,-1.26,3.23
2014,1,27,16,130.3,10.18,99.07,-1.41,3.25
2014,1,27,17,131.9,10.2,99.17,-1.38,3.29
2014,1,27,18,133.5,9.88,99.25,-1.25,3.33
2014,1,27,19,131.8,9.26,99.33,-1.32,3.33
2014,1,27,20,129.3,9.15,99.4,-1.46,3.3
2014,1,27,21,124.1,8.68,99.46,-1.7,3.25
2014,1,27,22,119.3,8.67,99.5,-1.92,3.19
2014,1,27,23,116.3,8.96,99.54,-2.02,3.15
2014,1,28,0,115.2,9.19,99.57,-1.99,3.15
2014,1,28,1,112.2,8.83,99.59,-2.25,3.1
2014,1,28,2,112.8,8.99,99.6,-2.22,3.1
2014,1,28,3,113.0,9.2,99.62,-2.12,3.11
2014,1,28,4,114.2,9.39,99.66,-2.03,3.12
2014,1,28,5,114.8,9.6,99.71,-1.96,3.13
2014,1,28,6,114.2,9.77,99.75,-1.95,3.14
2014,1,28,7,114.3,9.88,99.82,-1.88,3.15
2014,1,28,8,115.8,9.96,99.89,-1.76,3.18
2014,1,28,9,116.5,9.79,99.97,-1.29,3.27
2014,1,28,10,117.1,9.78,100.04,-0.63,3.41
2014,1,28,11,118.3,10.26,100.1,-0.03,3.52
2014,1,28,12,121.4,10.96,100.15,0.39,3.56
2014,1,28,13,120.0,10.95,100.18,0.57,3.6
2014,1,28,14,116.4,10.85,100.21,0.53,3.63
2014,1,28,15,112.6,11.12,100.26,0.22,3.6
2014,1,28,16,109.0,11.5,100.31,-0.25,3.5
2014,1,28,17,105.5,11.66,100.37,-0.56,3.39
2014,1,28,18,103.1,11.56,100.41,-0.91,3.27
2014,1,28,19,101.5,11.26,100.45,-1.31,3.15
2014,1,28,20,100.4,11.04,100.48,-1.57,3.06
2014,1,28,21,99.5,10.81,100.5,-1.64,3.04
2014,1,28,22,100.1,10.36,100.51,-1.53,3.07
2014,1,28,23,101.9,9.93,100.52,-1.56,3.07
2014,1,29,0,105.1,9.96,100.54,-1.74,2.99
2014,1,29,1,107.5,9.96,100.57,-2.27,2.79
2014,1,29,2,107.4,9.39,100.61,-3.02,2.6
2014,1,29,3,106.0,8.73,100.64,-3.54,2.5
2014,1,29,4,106.5,9.04,100.67,-3.69,2.46
2014,1,29,5,106.2,8.82,100.69,-3.68,2.48
2014,1,29,6,103.5,8.35,100.73,-3.61,2.54
2014,1,29,7,101.6,8.39,100.76,-3.43,2.6
2014,1,29,8,100.1,8.59,100.82,-3.13,2.68
2014,1,29,9,99.7,9.16,100.85,-2.65,2.77
2014,1,29,10,100.8,10.1,100.9,-2.27,2.81
2014,1,29,11,102.0,11.03,100.94,-2.17,2.79
2014,1,29,12,103.3,12.12,100.95,-2.35,2.68
2014,1,29,13,101.8,11.93,100.96,-2.66,2.61
2014,1,29,14,99.5,11.64,100.96,-2.98,2.55
2014,1,29,15,98.5,11.7,100.97,-3.33,2.48
2014,1,29,16,97.8,11.42,100.98,-3.64,2.42
2014,1,29,17,97.9,11.05,100.99,-3.86,2.37
2014,1,29,18,98.4,10.56,101.01,-4.12,2.34
2014,1,29,19,98.3,9.81,101.03,-4.35,2.31
2014,1,29,20,98.0,9.25,101.06,-4.53,2.29
2014,1,29,21,97.4,8.64,101.07,-4.76,2.27
2014,1,29,22,95.8,7.97,101.08,-5.19,2.22
2014,1,29,23,94.3,7.49,101.09,-5.66,2.17
2014,1,30,0,94.7,7.35,101.09,-5.89,2.15
2014,1,30,1,96.7,7.26,101.1,-5.89,2.16
2014,1,30,2,100.1,7.26,101.07,-5.65,2.21
2014,1,30,3,102.8,7.33,101.07,-5.27,2.29
2014,1,30,4,104.2,7.45,101.07,-4.93,2.35
2014,1,30,5,104.9,7.58,101.08,-4.61,2.4
2014,1,30,6,104.1,7.65,101.08,-4.24,2.48
2014,1,30,7,103.4,7.71,101.11,-3.97,2.54
2014,1,30,8,103.2,7.76,101.13,-3.74,2.59
2014,1,30,9,103.7,7.65,101.15,-3.48,2.63
2014,1,30,10,105.6,7.93,101.16,-3.11,2.69
2014,1,30,11,111.3,9.23,101.16,-2.81,2.67
2014,1,30,12,113.6,9.27,101.15,-2.73,2.64
2014,1,30,13,113.1,8.68,101.15,-2.76,2.64
2014,1,30,14,110.6,7.8,101.16,-2.87,2.66
2014,1,30,15,105.9,7.28,101.17,-3.07,2.67
2014,1,30,16,101.7,7.23,101.18,-3.35,2.65
2014,1,30,17,100.5,7.28,101.19,-3.5,2.64
2014,1,30,18,102.1,7.38,101.19,-3.61,2.63
2014,1,30,19,105.7,7.38,101.21,-3.71,2.62
2014,1,30,20,109.6,7.13,101.23,-4.02,2.58
2014,1,30,21,111.6,6.96,101.23,-4.75,2.46
2014,1,30,22,115.3,7.29,101.23,-5.21,2.38
2014,1,30,23,121.2,7.63,101.25,-5.18,2.38
2014,1,31,0,124.4,7.62,101.25,-5.2,2.37
2014,1,31,1,123.6,7.65,101.22,-5.61,2.29
2014,1,31,2,123.5,7.61,101.2,-5.78,2.26
2014,1,31,3,120.4,7.21,101.15,-6.0,2.22
2014,1,31,4,114.5,7.29,101.12,-5.9,2.22
2014,1,31,5,109.2,7.68,101.08,-5.16,2.32
2014,1,31,6,109.3,8.3,101.02,-4.26,2.46
2014,1,31,7,109.1,8.45,100.96,-3.75,2.54
2014,1,31,8,106.6,7.69,100.93,-3.58,2.6
2014,1,31,9,102.1,7.05,100.9,-3.15,2.7
2014,1,31,10,101.6,7.19,100.85,-2.45,2.86
2014,1,31,11,101.6,7.38,100.77,-1.93,2.96
2014,1,31,12,103.9,7.69,100.68,-1.57,3.0
2014,1,31,13,104.7,7.35,100.61,-1.45,3.03
2014,1,31,14,104.6,6.93,100.55,-1.57,3.02
2014,1,31,15,102.9,6.2,100.48,-1.95,3.0
2014,1,31,16,102.3,6.09,100.41,-2.87,2.86
2014,1,31,17,107.7,6.39,100.36,-3.88,2.67
2014,1,31,18,114.5,6.74,100.28,-4.46,2.57
2014,1,31,19,121.6,6.97,100.2,-4.83,2.51
2014,1,31,20,132.0,6.68,100.15,-5.11,2.46
2014,1,31,21,139.6,6.46,100.11,-4.9,2.5
2014,1,31,22,137.9,6.61,100.04,-4.24,2.62
2014,1,31,23,133.9,6.9,99.98,-3.68,2.73
2014,2,1,0,131.3,7.11,99.92,-3.43,2.78
2014,2,1,1,129.4,7.53,99.88,-3.45,2.78
2014,2,1,2,125.8,8.33,99.79,-3.31,2.81
2014,2,1,3,123.8,9.0,99.67,-2.99,2.88
2014,2,1,4,121.4,9.63,99.56,-2.52,2.99
2014,2,1,5,119.3,10.15,99.44,-2.05,3.11
2014,2,1,6,119.2,10.27,99.38,-1.65,3.21
2014,2,1,7,119.3,10.49,99.32,-1.26,3.32
2014,2,1,8,120.4,10.72,99.27,-0.83,3.44
2014,2,1,9,121.3,10.88,99.23,-0.33,3.57
2014,2,1,10,123.5,10.84,99.16,0.1,3.69
2014,2,1,11,128.6,11.27,99.09,0.4,3.75
2014,2,1,12,135.3,11.21,99.02,0.52,3.79
2014,2,1,13,143.2,11.05,98.97,0.52,3.81
2014,2,1,14,153.2,10.97,98.92,0.47,3.82
2014,2,1,15,164.8,11.34,98.92,0.49,3.83
2014,2,1,16,171.0,10.95,98.96,0.5,3.85
2014,2,1,17,177.6,10.76,99.05,0.69,3.89
2014,2,1,18,180.3,10.38,99.13,0.84,3.93
2014,2,1,19,185.1,10.45,99.22,1.17,4.03
2014,2,1,20,188.1,10.72,99.3,1.37,4.1
2014,2,1,21,189.0,10.95,99.38,1.48,4.14
2014,2,1,22,188.2,10.9,99.45,1.43,4.14
2014,2,1,23,186.9,10.79,99.49,1.31,4.11
2014,2,2,0,186.4,10.92,99.55,1.22,4.08
2014,2,2,1,182.7,10.55,99.61,1.0,4.02
2014,2,2,2,178.0,10.26,99.65,0.74,3.95
2014,2,2,3,176.0,10.35,99.69,0.62,3.92
2014,2,2,4,175.3,10.33,99.73,0.56,3.9
2014,2,2,5,175.5,10.27,99.77,0.48,3.87
2014,2,2,6,176.1,10.12,99.81,0.39,3.85
2014,2,2,7,176.7,9.96,99.87,0.22,3.8
2014,2,2,8,175.4,9.68,99.95,-0.02,3.74
2014,2,2,9,176.3,10.13,100.04,0.19,3.77
2014,2,2,10,176.9,10.02,100.13,0.59,3.86
2014,2,2,11,175.8,9.87,100.2,0.91,3.94
2014,2,2,12,173.2,9.44,100.25,1.18,4.0
2014,2,2,13,176.0,9.34,100.28,1.56,4.09
2014,2,2,14,179.6,9.21,100.32,1.82,4.16
2014,2,2,15,184.9,9.59,100.37,1.82,4.17
2014,2,2,16,190.8,9.97,100.45,1.74,4.16
2014,2,2,17,191.2,9.78,100.52,1.6,4.13
2014,2,2,18,192.1,9.55,100.61,1.59,4.13
2014,2,2,19,193.4,9.62,100.69,1.62,4.14
2014,2,2,20,193.0,9.54,100.76,1.64,4.15
2014,2,2,21,193.6,9.3,100.84,1.68,4.17
2014,2,2,22,193.9,8.96,100.91,1.69,4.18
2014,2,2,23,196.9,8.66,100.95,1.76,4.21
2014,2,3,0,198.2,8.54,100.99,1.67,4.2
2014,2,3,1,200.7,8.66,101.03,1.68,4.19
2014,2,3,2,200.5,8.42,101.08,1.65,4.18
2014,2,3,3,198.5,8.16,101.09,1.64,4.18
2014,2,3,4,196.2,7.85,101.11,1.61,4.18
2014,2,3,5,193.0,7.36,101.15,1.48,4.15
2014,2,3,6,186.9,7.12,101.19,1.16,4.09
2014,2,3,7,180.6,7.19,101.25,0.89,4.02
2014,2,3,8,175.5,7.03,101.3,0.86,3.97
2014,2,3,9,171.0,6.37,101.34,1.04,3.97
2014,2,3,10,168.3,6.02,101.37,1.67,4.11
2014,2,3,11,165.3,5.74,101.37,2.33,4.26
2014,2,3,12,165.6,5.59,101.36,2.91,4.35
2014,2,3,13,154.1,4.8,101.33,3.23,4.39
2014,2,3,14,132.3,5.02,101.27,3.02,4.4
2014,2,3,15,118.5,6.22,101.25,1.85,4.23
2014,2,3,16,109.6,7.46,101.21,0.24,3.96
2014,2,3,17,106.4,7.57,101.2,0.35,3.86
2014,2,3,18,102.5,7.27,101.18,0.2,3.75
2014,2,3,19,101.5,7.59,101.16,0.09,3.7
2014,2,3,20,101.2,7.96,101.11,-0.06,3.65
2014,2,3,21,103.3,8.51,101.05,-0.13,3.63
2014,2,3,22,103.4,8.41,100.98,0.0,3.66
2014,2,3,23,104.6,8.48,100.9,0.17,3.72
2014,2,4,0,104.5,8.41,100.79,0.28,3.76
2014,2,4,1,104.1,8.33,100.69,0.37,3.8
2014,2,4,2,106.7,8.24,100.59,0.43,3.82
2014,2,4,3,114.4,8.48,100.49,0.45,3.81
2014,2,4,4,120.8,8.14,100.43,0.32,3.77
2014,2,4,5,126.4,8.0,100.4,0.02,3.69
2014,2,4,6,129.5,7.22,100.39,-0.26,3.62
2014,2,4,7,130.2,6.64,100.39,-0.53,3.54
2014,2,4,8,131.9,6.51,100.4,-0.63,3.5
2014,2,4,9,137.2,6.53,100.4,-0.3,3.54
2014,2,4,10,142.5,6.6,100.41,0.43,3.67
2014,2,4,11,144.8,6.78,100.42,1.2,3.83
2014,2,4,12,146.6,7.05,100.4,1.8,3.97
2014,2,4,13,150.4,7.36,100.39,2.11,4.03
2014,2,4,14,149.3,6.95,100.38,2.04,4.05
2014,2,4,15,141.9,6.64,100.36,1.61,4.05
2014,2,4,16,141.1,7.16,100.36,1.04,3.96
2014,2,4,17,142.5,7.29,100.35,0.77,3.91
2014,2,4,18,147.0,7.19,100.33,0.62,3.87
2014,2,4,19,151.6,6.9,100.32,0.55,3.86
2014,2,4,20,153.9,6.63,100.35,0.41,3.83
2014,2,4,21,157.0,6.52,100.35,0.32,3.81
2014,2,4,22,159.7,6.24,100.36,0.23,3.79
2014,2,4,23,166.7,6.13,100.35,0.28,3.8
2014,2,5,0,167.0,5.89,100.31,0.19,3.78
2014,2,5,1,164.3,5.55,100.26,-0.01,3.73
2014,2,5,2,158.3,5.54,100.2,-0.2,3.67
2014,2,5,3,151.1,5.65,100.13,-0.33,3.64
2014,2,5,4,140.5,5.93,100.07,-0.43,3.61
2014,2,5,5,129.5,6.17,100.0,-0.69,3.55
2014,2,5,6,123.8,6.62,99.94,-0.77,3.52
2014,2,5,7,121.3,6.94,99.9,-0.74,3.54
2014,2,5,8,119.2,7.29,99.85,-0.69,3.54
2014,2,5,9,119.5,7.79,99.8,-0.08,3.66
2014,2,5,10,125.4,8.71,99.74,0.63,3.78
2014,2,5,11,126.2,8.94,99.68,1.21,3.9
2014,2,5,12,126.8,9.17,99.6,1.73,4.01
2014,2,5,13,126.7,9.15,99.52,1.94,4.07
2014,2,5,14,122.8,8.86,99.45,1.94,4.1
2014,2,5,15,116.4,8.82,99.36,1.57,4.08
2014,2,5,16,116.7,9.83,99.3,0.92,3.99
2014,2,5,17,121.3,10.09,99.28,0.67,3.93
2014,2,5,18,128.2,9.7,99.31,0.56,3.89
2014,2,5,19,130.7,9.19,99.29,0.35,3.82
2014,2,5,20,128.6,8.74,99.25,0.05,3.73
2014,2,5,21,128.1,8.54,99.2,-0.23,3.65
2014,2,5,22,127.0,8.41,99.16,-0.52,3.6
2014,2,5,23,128.6,8.38,99.12,-0.3,3.64
2014,2,6,0,130.9,8.31,99.07,0.02,3.72
2014,2,6,1,132.8,8.35,99.02,0.13,3.78
2014,2,6,2,137.5,8.5,98.99,-0.09,3.75
2014,2,6,3,148.0,8.82,98.97,-0.12,3.74
2014,2,6,4,149.3,8.56,98.95,-0.31,3.69
2014,2,6,5,153.1,8.56,98.92,-0.04,3.73
2014,2,6,6,170.8,9.42,98.93,0.74,3.92
2014,2,6,7,182.1,10.68,98.97,1.49,4.16
2014,2,6,8,184.7,10.76,98.98,2.08,4.37
2014,2,6,9,192.0,11.95,99.01,3.39,4.71
2014,2,6,10,193.4,11.35,99.05,4.03,4.91
2014,2,6,11,193.0,11.93,99.1,4.32,5.0
2014,2,6,12,195.9,11.84,99.13,4.55,5.07
2014,2,6,13,195.9,11.18,99.14,4.44,5.06
2014,2,6,14,196.4,10.89,99.15,4.16,4.99
2014,2,6,15,200.7,11.23,99.15,3.88,4.92
2014,2,6,16,204.4,11.37,99.17,3.54,4.86
2014,2,6,17,204.1,11.28,99.2,3.19,4.78
2014,2,6,18,199.5,10.99,99.21,2.83,4.68
2014,2,6,19,194.3,10.53,99.23,2.45,4.56
2014,2,6,20,191.5,9.82,99.24,2.23,4.48
2014,2,6,21,191.4,9.84,99.25,2.25,4.47
2014,2,6,22,187.6,9.65,99.25,2.27,4.45
2014,2,6,23,176.5,8.83,99.18,2.12,4.41
2014,2,7,0,162.3,8.24,99.09,1.93,4.34
2014,2,7,1,154.6,8.47,99.0,1.98,4.34
2014,2,7,2,147.6,8.87,98.88,1.9,4.3
2014,2,7,3,139.0,9.09,98.72,1.72,4.26
2014,2,7,4,127.2,9.58,98.53,1.66,4.23
2014,2,7,5,120.2,10.39,98.38,1.54,4.2
2014,2,7,6,119.6,11.1,98.25,1.15,4.1
2014,2,7,7,123.9,10.95,98.14,0.69,3.97
2014,2,7,8,139.7,10.32,98.08,0.86,3.99
2014,2,7,9,153.3,9.37,98.02,1.13,4.05
2014,2,7,10,172.2,10.18,97.97,1.72,4.19
2014,2,7,11,182.5,10.15,97.92,2.39,4.42
2014,2,7,12,183.5,9.72,97.82,3.29,4.74
2014,2,7,13,173.4,8.84,97.73,3.96,4.98
2014,2,7,14,171.6,9.29,97.67,4.33,5.12
2014,2,7,15,188.3,10.81,97.62,4.95,5.35
2014,2,7,16,194.2,10.48,97.59,5.02,5.48
2014,2,7,17,203.6,10.33,97.59,5.06,5.51
2014,2,7,18,220.4,8.91,97.65,4.57,5.36
2014,2,7,19,241.6,8.87,97.75,3.93,5.09
2014,2,7,20,254.0,9.64,97.9,3.36,4.8
2014,2,7,21,253.0,9.95,98.03,3.0,4.66
2014,2,7,22,249.2,10.37,98.15,2.96,4.66
2014,2,7,23,246.6,10.48,98.24,2.83,4.66
2014,2,8,0,241.9,10.59,98.35,2.65,4.64
2014,2,8,1,237.8,10.66,98.46,2.7,4.65
2014,2,8,2,234.6,10.67,98.55,2.8,4.65
